id,uid,title,score,date,content,,,
,,Great View,4,,A tad bit on the pricey side but I enjoyed it. Lots of opportunities to take photos. The wheel itself moves pretty slowly (maybe about 30 mins).There are different options to choose from and there is a mini tour before you actually get on the wheel. Best viewed at night. There are also a few shops and restaurants to purchase from. They closed pretty early tho as when we got off our ride lots of the shops were already closed.,,,
,,On top of the world,5,,This was good value for money and even though I do not like heights I felt very secure on this ride which lasted approx 30 mins. You could hardly feel the compartment move. It provided an excellent opportunity to get some excellent views of Singapore .,,,
,,Amazing skyline view!,5,,"The Flyer provides a breathtaking view of the Singapore waterfront, downtown skyline, and all points beyond. In my opinion, this is best viewed during sunset/dusk.

Be prepared to stand in line outdoors, which can take 30 minutes or more to board the ride. Once inside the building there are several interesting informative displays and visual attractions.

Once aboard the ""Pod"" the ride takes about 30 minutes. Even fully loaded with passengers, the ride is spacious and provides plenty of room to view the scenery. Air conditioning is delightful and the ride is very smooth. There are no restroom facilities once in the Pod, so take care of those needs before boarding.

Make sure you have fresh batteries in your camera, there are so many things to photograph, you will have a tough time choosing the best shot!!!!! Face it, they will all be the best....

In my opinion, this attraction is a MUST, even for people that have visited Singapore many times before.",,,
,,Was glad I went. A bit disappointed the drinks weren't available,4,,We loved the opportunity to take lots of photos and still enjoy our time on the Singapore Flyer because it was moving quite slowly (takes about 30 mins). One major disappointment was that the drinks flights weren't available when we arrived despite the website saying it's available daily.,,,
,,Excellent,5,,Excellent experience. Gives you birds eye view of Singapore. Though bay area is just average . I was told to look into a particular direction to spot Malaysia. May be I saw it may be I did not !,,,
,,great spot for photos,4,,"If you have some time and money, have dinner there, lots of fun. Food is very good, views are tremendous and the service impeccable.",,,
,,sit back and relax,3,,"After all this time been travelled to sg, finally me and my garlz took the singapore flyer. It was an enjoyable experience. It takes around 45 minutes. I think it will be great if you guys take this experience at night around 7 until 9 instead of in the afternoon.",,,
,,Great views,4,,"Not too expensive, this gave excellent views that were not too fast. Boring lead-up to the entry point and not much else to do here but otherwise worthwhile. Walking there is not the easiest as not very close to MRT and roads not pedestrian friendly.",,,
,,Great views,4,,Fantastic opportunity to see and take pictures of the view from all angles. It was raining when we went on it but it didn't spoil it in any way,,,
,,Great views,4,,"Since I suffer from acrophobia, there are lots of things I avoid, but the Singapore Flyer is moving slowly - at least it seems to move slowly - and there is no swinging in the big and spacious ""cars"".
It was really nice, and even though it is relatively expensive I would recommend a trip in it. After all it is the world's highest ferris wheel at 165 meters.",,,
,,Nice for Once,4,,"Few Options including In dinning with a couple! Amazing concept, well maintained, priced up though, makes the Singapore Flyer an enjoyable experience. Do remember to take your cameras with you to capture private moments",,,
,,What a lovely experience,5,,Great views! It moves so slowly..you do not feel the movement at all. Each car holds about 28..but we did not feel crowded in. It is especially beautiful at sunset. One of the must dos when in Singapore. Also very well organized like the rest of the city.,,,
,,Nice Views,5,,"Not too many visitors when we arrived. We did not have to wait for anything. just got the tickets and jumped on board. it takes around half an hour to complete a cycle. it offers beautiful 360 degree views of the marina, ocean and the famous marina bay sands hotel. there is a spa just outside the flyer, and you can experience foot massage by some fish. the street food just below the flyer is awesome too.",,,
,,great,5,,"Pre paid tickets with Viator. Good view of Singapore, airconditioned so heat not a factor. Took some great photos.",,,
,,Just Okay,3,,"Riding the Singapore Flyer is a great way to get good views of the city. Nice tourist attraction, though, I wouldn't really say it is a ""must-do"". I honestly think that I had greater views of the city from below.

We went there in the evening (and it was raining!). Had no problems with the queue (there wasn't any!). To get to the actual flyer, we went through the ""Journey of Dreams"" attraction - which was free and part of the ticket (well, it better be since there really wasn't that much to see there). We then shared the 30-minute ride with another couple. The glass capsule was very spacious with a long bench in the center. You can move around freely to admire the views and take pictures. The view probably would've looked better during sunset.

The ride was just okay. What I actually enjoyed more were the surrounding shops and dining areas. I loved the Singapore Food Trail - a small themed food street with good affordable local food. The area provides good photo-opp as well.

Overall, I think it was just alright.

Tip: If you are taking Singapore Airlines, you may show your boarding pass when you purchase your ticket for the Flyer and get a discount.",,,
